SolarW,HouseW,BattW,GridW,BattCharge,SolarF,HouseF,BattF,GridF
3837.3,1505.4,-2390,0.31,97.02,60.48,60.48,60.47,60.48
3853.4,1359.1,-2470,-0.08,97.02,60.48,60.48,60.48,60.48
3820.3,1391.6,-2460,-0.03,97.03,60.48,60.48,60.48,60.48
3865.4,1410.6,-2450,0.2,97.03,60.48,60.48,60.47,60.48
3822.2,1398.7,-2440,0.09,97.03,60.48,60.48,60.47,60.48
3866,1439.9,-2420,0.03,97.03,60.48,60.48,60.48,60.48
3826.8,1423.3,-2390,0.15,97.03,60.48,60.48,60.48,60.48
3831.4,1449.7,-2400,0.11,97.03,60.48,60.48,60.48,60.48
3862.7,1415.4,-2380,0.16,97.03,60.48,60.48,60.48,60.48
3814.7,1486.7,-2380,0,97.03,60.48,60.48,60.48,60.48
3869.9,1450.9,-2400,0.26,97.03,60.48,60.48,60.48,60.48
3830.6,1437.9,-2410,0.03,97.03,60.48,60.48,60.48,60.48
3840.7,1452.7,-2400,0.25,97.03,60.48,60.48,60.49,60.48
3866,1412,-2380,0.18,97.03,60.42,60.42,60.49,60.42
3814.4,1441.4,-2440,0.12,97.03,60.42,60.42,60.49,60.42
3.54,1769.5,1420,0.61,97.04,60.42,60.42,60.49,60.42
4.14,1387,1400,0.39,97.04,60.42,60.42,60.48,60.42
4.89,1413.1,1400,0.58,97.04,60.42,60.42,60.48,60.42
5.73,1412.6,1400,0.44,97.04,60.42,60.42,60.48,60.42
5.27,1414.9,1410,0.69,97.04,60.42,60.42,60.47,60.42
5.62,1390.3,1390,0.55,97.04,60.42,60.42,60.46,60.42
4.53,1392.7,1380,0.7,97.04,60.42,60.42,60.45,60.42
6.07,1427.7,1410,0.53,97.04,60.42,60.42,60.45,60.42
5.91,1428.6,1450,0.44,97.04,60.42,60.42,60.43,60.42
6.59,1458.1,1460,0.5,97.04,60.42,60.42,60.41,60.42
5.16,1462.8,1450,0.61,97.04,60.42,60.42,60.39,60.42
5.52,1472.4,1460,0.63,97.05,60.48,60.48,60.38,60.48
5.8,1490.9,1470,0.58,97.05,60.48,60.48,60.36,60.48
6.28,1497.2,1470,0.72,97.05,60.48,60.48,60.35,60.48
6.89,1501.3,1510,0.47,97.06,60.48,60.48,60.34,60.48
5.25,1494.4,1480,0.61,97.06,60.48,60.48,60.33,60.48
5.9,1463.5,1450,0.45,97.06,60.48,60.48,60.31,60.48
6.45,1470.2,1460,0.7,97.06,60.48,60.48, 60.3,60.48
6.37,1418.9,1420,0.47,97.06,60.48,60.48,60.29,60.48
6.24,1454.1,1470,0.45,97.06,60.48,60.48,60.27,60.48
5.84,1525.4,1490,0.63,97.06,60.48,60.48,60.25,60.48
5.82,1432,1420,0.72,97.06,60.48,60.48,60.24,60.48
6.7,1436.3,1400,0.53,97.06,60.48,60.48,60.23,60.48
6.89,1401.4,1330,0.64,97.06,60.48,60.48,60.22,60.48
5.79,1381,1380,0.58,97.06,60.24,60.24,60.21,60.24
5.63,1348.6,1340,0.5,97.06,60.24,60.24, 60.2,60.24
6.32,1350.9,1400,0.67,97.06,60.24,60.24,60.19,60.24
6.92,1418.9,1390,0.77,97.06,60.24,60.24,60.18,60.24
6.26,1411.8,1420,0.5,97.06,60.24,60.24,60.17,60.24
5.98,1425,1400,0.53,97.06,60.24,60.24,60.16,60.24
6.01,1423.2,1460,0.55,97.05,60.24,60.24,60.14,60.24
6.54,1434.5,1420,0.52,97.05,60.24,60.24,60.13,60.24
6.72,1428.2,1420,0.53,97.05,60.24,60.24,60.12,60.24
6.31,1434.8,1410,0.77,97.05,60.24,60.24,60.11,60.24
6.32,1435,1450,0.69,97.05,60.24,60.24, 60.1,60.24
6.78,1435,1420,0.55,97.05,60.24,60.24,60.09,60.24
6.89,1441.8,1450,0.52,97.05,60.24,60.24,60.08,60.24
6.62,1458.8,1460,0.55,97.05,60.12,60.12,60.07,60.12
6.24,1433.4,1420,0.47,97.05,60.12,60.12,60.07,60.12
6.29,1451.4,1440,0.36,97.05,60.12,60.12,60.06,60.12
7,1434.7,1410,0.42,97.05,60.12,60.12,60.05,60.12
6.7,1437.8,1440,0.53,97.05,60.12,60.12,60.04,60.12
-0.85,1418.9,1410,0.44,97.04,60.12,60.12,60.03,60.12
-1.09,1423.7,1430,0.49,97.04,60.12,60.12,60.02,60.12
-0.57,1428.6,1430,0.55,97.04,60.12,60.12,60.02,60.12
-0.16,1426.9,1400,0.58,97.04,60.12,60.12,60.01,60.12
-0.47,1428.8,1440,0.58,97.04,60.12,60.12,60.01,60.12
-0.99,1414.1,1410,0.58,97.04,60.12,60.12,   60,60.12
-1.02,1425.9,1410,0.47,97.04,60.12,60.12,   60,60.12
-0.49,1376.9,1390,0.57,97.03,60.06,60.06,   60,60.06
-0.74,1401.9,1410,0.5,97.03,60.06,60.06,   60,60.06
-0.74,1407.5,1420,0.42,97.03,60.06,60.06,   60,60.06
-0.05,1434.5,1430,0.47,97.03,60.06,60.06,   60,60.06
-0.55,1423.7,1420,0.36,97.03,60.06,60.06,   60,60.06
-0.85,1409.8,1430,0.77,97.03,60.06,60.06,   60,60.06
-0.69,1437,1420,0.47,97.03,60.06,60.06,   60,60.06
-0.22,1438.7,1430,0.33,97.03,59.94,59.94,   60,59.94
0.09,1430.8,1430,0.8,97.03,59.94,59.94,   60,59.94
-0.33,1432.8,1450,0.53,97.03,59.94,59.94,   60,59.94
-0.55,1438.3,1450,0.61,97.03,59.94,59.94,   60,59.94
-0.57,1428.5,1460,0.42,97.03,59.94,59.94,   60,59.94
0.05,1436.1,1410,0.8,97.03,59.94,59.94,59.99,59.94
-0.27,1419,1370,0.61,97.03,59.94,59.94,59.99,59.94
-0.77,1380.8,1400,0.42,97.02,59.94,59.94,59.99,59.94
-0.69,1414.4,1400,0.47,97.02,59.94,59.94,59.99,59.94
-0.05,1398.2,1390,0.72,97.02,59.94,59.94,59.99,59.94
6.97,1385,1380,0.72,97.02,59.94,59.94,59.99,59.94
6.79,1388,1380,0.61,97.02,59.94,59.94,59.99,59.94
6.67,1394.4,1380,0.6,97.02,59.94,59.94,59.99,59.94
6.78,1377.4,1370,0.74,97.02,   60,   60,59.99,   60
7.03,1388.9,1370,0.69,97.02,   60,   60,59.99,   60
7.06,1377.2,1380,0.67,97.02,   60,   60,59.99,   60
6.86,1380.8,1360,0.63,97.02,   60,   60,59.99,   60
6.73,1398,1400,0.78,97.02,   60,   60,59.99,   60
6.84,1415.8,1390,0.47,97.02,   60,   60,59.99,   60
7.31,1393.8,1370,0.48,97.01,   60,   60,59.99,   60
7.03,1388.5,1380,0.83,97.01,   60,   60,59.99,   60
6.86,1403.8,1380,0.56,97.01,   60,   60,59.99,   60
6.87,1398.7,1400,0.47,97.01,   60,   60,59.99,   60
6.86,1395.5,1370,0.53,97.01,   60,   60,59.99,   60
6.86,1385.7,1410,0.53,97.01,   60,   60,59.99,   60
7.03,1406.6,1400,0.5,97.01,   60,   60,59.99,   60
6.9,1372.3,1370,0.48,97.01,   60,   60,59.99,   60
6.9,1382,1390,0.58,97.01,   60,   60,59.99,   60
6.92,1369.2,1350,0.77,97.01,   60,   60,59.99,   60
6.97,1381.8,1380,0.72,97.01,   60,   60,59.99,   60
7,1361.5,1350,0.59,97.01,   60,   60,59.99,   60
6.81,1365.4,1370,0.5,   97,   60,   60,59.99,   60
7.09,1376.4,1370,0.72,   97,   60,   60,59.99,   60
6.92,1365.9,1380,0.83,   97,   60,   60,59.99,   60
6.98,1458.4,1450,0.39,   97,   60,   60,59.99,   60
6.98,1469.1,1460,0.44,   97,   60,   60,59.99,   60
6.92,1474.9,1480,0.41,   97,   60,   60,59.99,   60
6.89,1483.1,1480,0.61,   97,   60,   60,59.99,   60
7.08,1449.4,1440,0.61,   97,   60,   60,59.99,   60
7,1462.3,1470,0.5,   97,59.94,59.94,59.99,59.94
7.19,1462.6,1450,0.42,   97,59.94,59.94,59.99,59.94
6.89,1433.3,1430,0.69,   97,59.94,59.94,59.99,59.94
6.97,1430.1,1420,0.72,   97,59.94,59.94,59.99,59.94
7.08,1412.6,1400,0.51,96.99,59.94,59.94,59.99,59.94
7.22,1412.1,1380,0.5,96.99,59.94,59.94,59.99,59.94
7.03,1412.9,1420,0.69,96.99,59.94,59.94,59.99,59.94
6.89,1419.3,1390,0.5,96.99,59.94,59.94,59.99,59.94
7.14,1451.7,1440,0.72,96.99,   60,   60,59.99,   60
6.87,1424.5,1420,0.56,96.98,   60,   60,59.99,   60
6.79,1411.7,1450,0.31,96.98,   60,   60,59.99,   60
7.22,1410.3,1380,0.53,96.98,   60,   60,59.99,   60
6.81,1374.7,1370,0.58,96.97,   60,   60,59.99,   60
7.31,1345.5,1330,0.67,96.97,   60,   60,59.99,   60
7.14,1348.9,1350,0.75,96.97,   60,   60,59.99,   60
6.54,1353.6,1390,0.3,96.97,   60,   60,59.99,   60
6.9,1445.7,1440,0.83,96.97,   60,   60,59.99,   60
7.47,1405.6,1380,0.89,96.97,   60,   60,59.99,   60
7.33,1358.1,1380,0.53,96.97,   60,   60,59.99,   60
6.56,1415.1,1400,0.58,96.97,   60,   60,59.99,   60
6.67,1383.5,1370,0.89,96.96,   60,   60,59.99,   60
6.67,1372.8,1400,0.61,96.96,   60,   60,59.99,   60
7.28,1402.7,1390,0.56,96.96,   60,   60,59.99,   60
7.17,1412.3,1420,0.47,96.96,   60,   60,59.99,   60
6.53,1369.2,1350,0.58,96.96,   60,   60,59.99,   60
6.67,1329.7,1320,0.39,96.96,   60,   60,59.99,   60
7.11,1323.6,1320,0.67,96.96,   60,   60,59.99,   60
7.08,1332.2,1310,0.59,96.96,   60,   60,59.99,   60
6.56,1352.2,1310,0.56,96.95,   60,   60,59.99,   60
6.4,1316.8,1330,0.72,96.95,   60,   60,59.99,   60
7.01,1316.8,1290,0.66,96.95,   60,   60,59.99,   60
7.2,1316.2,1270,0.91,96.95,   60,   60,59.99,   60
7,1305.4,1300,0.48,96.95,   60,   60,59.99,   60
6.56,1332.5,1340,0.58,96.95,   60,   60,59.99,   60
6.43,1339.2,1330,0.68,96.95,   60,   60,59.99,   60
7.14,1309.9,1310,0.53,96.95,   60,   60,59.99,   60
7.42,1337.2,1330,0.67,96.95,   60,   60,59.99,   60
6.98,1318.7,1290,0.69,96.95,   60,   60,59.99,   60
6.31,1319.6,1310,0.72,96.95,   60,   60,59.99,   60
6.76,1314.7,1320,0.64,96.95,   60,   60,59.99,   60
7.36,1344.5,1350,0.5,96.94,   60,   60,59.99,   60
7.25,1362.8,1400,0.83,96.94,   60,   60,59.99,   60
6.42,1324.3,1310,0.55,96.94,   60,   60,59.99,   60
6.56,1303.5,1310,0.55,96.94,   60,   60,59.99,   60
7.16,1318.9,1300,0.83,96.94,59.94,59.94,59.99,59.94
6.87,1308.7,1320,0.63,96.94,59.94,59.94,59.99,59.94
6.37,1334.7,1330,0.74,96.94,59.94,59.94,59.99,59.94
6.42,1311.6,1330,0.72,96.94,59.94,59.94,59.99,59.94
6.97,1345.9,1320,0.88,96.94,59.94,59.94,59.99,59.94
7.27,1362.9,1390,0.56,96.94,59.94,59.94,59.99,59.94
6.54,1461,1430,0.59,96.94,59.94,59.94,59.99,59.94
6.32,1429.5,1430,0.36,96.94,59.94,59.94,59.99,59.94
6.64,1349,1360,0.61,96.93,59.94,59.94,59.99,59.94
7.3,1481.3,1490,0.56,96.93,59.94,59.94,59.99,59.94
6.95,1484.5,1460,0.44,96.93,59.94,59.94,59.99,59.94
6.29,1317,1320,0.69,96.93,59.94,59.94,59.99,59.94
6.59,1338.9,1320,0.83,96.93,   60,   60,59.99,   60
7.31,1329.3,1340,0.53,96.93,   60,   60,59.99,   60
6.97,1346.8,1350,0.63,96.93,   60,   60,59.99,   60
6.21,1348.5,1340,0.72,96.93,   60,   60,59.99,   60
6.37,1360.3,1370,0.58,96.93,   60,   60,59.99,   60
6.73,1353,1360,0.64,96.93,   60,   60,59.99,   60
7.14,1341.1,1350,0.66,96.93,   60,   60,59.99,   60
6.51,1332.5,1340,0.94,96.93,   60,   60,59.99,   60
6.12,1329.4,1320,0.72,96.93,   60,   60,59.99,   60
6.18,1338.8,1330,0.56,96.93,   60,   60,59.99,   60
7.08,1353.7,1350,0.44,96.93,   60,   60,59.99,   60
6.73,1358.6,1330,0.41,96.93,   60,   60,59.99,   60
6.1,1355,1350,0.56,96.92,   60,   60,59.99,   60
6.31,1326.1,1300,0.5,96.92,   60,   60,59.99,   60
6.83,1330.6,1330,0.55,96.92,   60,   60,59.99,   60
6.89,1345.4,1330,0.58,96.92,   60,   60,59.99,   60
5.82,1343.2,1300,0.66,96.92,   60,   60,59.99,   60
6.06,1287.1,1280,0.55,96.92,   60,   60,59.99,   60
6.86,1283.5,1300,0.72,96.92,   60,   60,59.99,   60
6.86,1299.7,1290,0.83,96.92,   60,   60,59.99,   60
6.32,1291.3,1280,0.77,96.92,   60,   60,59.99,   60
5.95,1308.2,1300,0.72,96.92,   60,   60,59.99,   60
6.64,1296.6,1290,0.58,96.92,   60,   60,59.99,   60
7.17,1355.4,1330,0.74,96.92,   60,   60,59.99,   60
6.54,1325,1310,0.58,96.92,   60,   60,59.99,   60
5.96,1319.6,1310,0.61,96.91,   60,   60,59.99,   60
6.51,1353.4,1300,0.7,96.91,   60,   60,59.99,   60
7.34,1349,1340,0.67,96.91,   60,   60,59.99,   60
6.95,1349.7,1330,0.72,96.91,   60,   60,59.99,   60
6.07,1321.4,1330,0.69,96.91,   60,   60,59.99,   60
5.98,1316,1280,0.66,96.91,   60,   60,59.99,   60
6.95,1313.8,1310,0.58,96.91,   60,   60,59.99,   60
6.84,1328.9,1340,0.75,96.91,   60,   60,59.99,   60
6.29,1312.8,1310,0.69,96.91,   60,   60,59.99,   60
5.91,1314.3,1290,0.85,96.91,   60,   60,59.99,   60
6.32,1309.7,1320,0.63,96.91,   60,   60,59.99,   60
7.2,1295.8,1310,0.64,96.91,   60,   60,59.99,   60
6.39,1316.3,1280,0.69,96.91,   60,   60,59.99,   60
5.95,1288.6,1290,0.41,96.91,59.94,59.94,59.99,59.94
5.95,1311.4,1300,0.64,96.91,59.94,59.94,59.99,59.94
6.37,1294.5,1290,0.59,96.91,59.94,59.94,59.99,59.94
6.97,1300.3,1290,0.75,96.91,59.94,59.94,59.99,59.94
6.62,1300.2,1270,0.78,96.91,59.94,59.94,59.99,59.94
5.87,1297.5,1290,0.58,96.91,59.94,59.94,59.99,59.94
5.84,1298.4,1300,0.59,96.91,59.94,59.94,59.99,59.94
6.73,1325.9,1330,0.61,96.91,59.94,59.94,59.99,59.94
6.92,1333.3,1330,0.58,96.91,59.94,59.94,59.99,59.94
6.43,1318.4,1310,0.52,96.91,59.94,59.94,59.99,59.94
6.01,1334.5,1330,0.64, 96.9,59.94,59.94,59.99,59.94
6.35,1318.7,1290,0.52, 96.9,59.94,59.94,59.99,59.94
6.7,1335.9,1340,0.72, 96.9,59.94,59.94,59.99,59.94
6.81,1351.6,1350,0.67, 96.9,   60,   60,59.99,   60
6.06,1330.5,1320,0.56, 96.9,   60,   60,59.99,   60
6.04,1350.7,1340,0.72, 96.9,   60,   60,59.99,   60
6.59,1352.6,1350,0.58, 96.9,   60,   60,59.99,   60
7.11,1342.4,1330,0.77, 96.9,   60,   60,59.99,   60
6.48,1339.8,1330,0.56,96.89,   60,   60,59.99,   60
5.9,1315.1,1320,0.75,96.89,   60,   60,59.99,   60
6.01,1335.4,1320,0.53,96.89,   60,   60,59.99,   60
6.79,1328.8,1340,0.64,96.89,   60,   60,59.99,   60
7.14,1356.8,1350,0.73,96.89,   60,   60,59.99,   60
6.37,1361.3,1340,0.69,96.89,   60,   60,59.99,   60
5.79,1356.9,1360,0.67,96.89,   60,   60,59.99,   60
6.26,1348.9,1340,0.61,96.89,   60,   60,59.99,   60
6.78,1326.8,1340,0.45,96.89,   60,   60,59.99,   60
6.67,1320.2,1310,0.91,96.89,   60,   60,59.99,   60
5.71,1309.2,1320,0.5,96.89,   60,   60,59.99,   60
6.2,1315.8,1290,0.61,96.89,   60,   60,59.99,   60
6.29,1305.2,1320,0.55,96.89,   60,   60,59.99,   60
7.06,1317.4,1300,0.63,96.89,   60,   60,59.99,   60
6.32,1307.5,1280,0.53,96.89,   60,   60,59.99,   60
5.91,1303.9,1330,0.86,96.89,   60,   60,59.99,   60
5.93,1318.7,1320,0.74,96.89,   60,   60,59.99,   60
6.62,1299.7,1280,0.75,96.89,   60,   60,59.99,   60
7.19,1311,1310,0.58,96.89,   60,   60,59.99,   60
6.59,1295.3,1300,0.77,96.89,   60,   60,59.99,   60
5.79,1258.1,1290,0.77,96.89,   60,   60,59.99,   60
6.21,1260.5,1250,0.88,96.89,   60,   60,59.99,   60
6.92,1269.2,1280,0.64,96.89,   60,   60,59.99,   60
6.59,1256.5,1240,0.8,96.89,   60,   60,59.99,   60
6.53,1270.8,1260,0.72,96.89,   60,   60,59.99,   60
5.74,1276.6,1280,0.83,96.89,   60,   60,59.99,   60
6.29,1287,1290,0.66,96.89,   60,   60,59.99,   60
6.84,1295.8,1290,0.58,96.89,   60,   60,59.99,   60
6.57,1298.4,1280,0.7,96.89,   60,   60,59.99,   60
5.98,1284.4,1310,0.94,96.89,   60,   60,59.99,   60
6.01,1427.1,1420,0.88,96.88,   60,   60,59.99,   60
6.18,1416.9,1400,0.94,96.88,   60,   60,59.99,   60
7.01,1424.6,1430,0.88,96.88,   60,   60,59.99,   60
6.48,1405.9,1400,0.88,96.88,   60,   60,59.99,   60
5.91,1418.3,1410,0.61,96.88,   60,   60,59.99,   60
6.07,1412.1,1390,0.83,96.88,   60,   60,59.99,   60
6.61,1410.1,1400,0.88,96.88,   60,   60,59.99,   60
6.78,1400.6,1400,0.85,96.88,   60,   60,59.99,   60
6.31,1409.1,1410,0.83,96.88,   60,   60,59.99,   60
5.85,1393.6,1370,0.97,96.88,   60,   60,59.99,   60
6.15,1399.4,1400,0.69,96.88,   60,   60,59.99,   60
7,1396.5,1380,0.83,96.88,   60,   60,59.99,   60
6.53,1369,1370,0.89,96.88,   60,   60,59.99,   60
6.04,1394.3,1390,0.93,96.88,   60,   60,59.99,   60
6.1,1435.9,1440,0.86,96.88,   60,   60,59.99,   60
6.73,1443.5,1450,0.78,96.88,   60,   60,59.99,   60
7.12,1452.8,1430,0.55,96.88,   60,   60,59.99,   60
6.32,1436.4,1460,0.77,96.88,   60,   60,59.99,   60
6.01,1446,1450,0.72,96.88,59.94,59.94,59.99,59.94
6.45,1455.1,1480,0.58,96.88,59.94,59.94,59.99,59.94
6.95,1467.3,1450,0.81,96.87,59.94,59.94,59.99,59.94
6.72,1464.6,1470,0.83,96.87,59.94,59.94,59.99,59.94
5.85,1478.1,1450,0.88,96.87,59.94,59.94,59.99,59.94
6.21,1460.2,1470,0.75,96.87,59.94,59.94,59.99,59.94
6.83,1514.5,1550,0.72,96.87,59.94,59.94,59.99,59.94
7.09,1523.3,1520,0.75,96.87,59.94,59.94,59.99,59.94
6.57,1532.9,1530,0.74,96.87,59.94,59.94,59.99,59.94
6.21,1534,1520,0.64,96.87,59.94,59.94,59.99,59.94
6.54,1533.5,1540,0.81,96.87,59.94,59.94,59.99,59.94
7,1547.9,1530,0.81,96.87,59.94,59.94,59.99,59.94
6.4,1527.5,1510,0.69,96.86,   60,   60,59.99,   60
6.23,1528.8,1530,0.86,96.86,   60,   60,59.99,   60
6.45,1517.2,1510,0.77,96.86,   60,   60,59.99,   60
6.54,1457.4,1440,0.75,96.86,   60,   60,59.99,   60
7.33,1475,1480,0.91,96.85,   60,   60,59.99,   60
7.03,1504.5,1510,0.5,96.85,   60,   60,59.99,   60
6.59,1538.8,1520,0.86,96.85,   60,   60,59.99,   60
6.45,1551.6,1580,0.58,96.85,   60,   60,59.99,   60
6.95,1587.9,1590,0.5,96.85,   60,   60,59.99,   60
7.39,1561.1,1550,0.58,96.85,   60,   60,59.99,   60
6.92,1539.2,1530,0.59,96.85,   60,   60,59.99,   60
6.48,1518.7,1510,0.88,96.84,   60,   60,59.99,   60
6.78,1503.9,1510,0.61,96.84,   60,   60,59.99,   60
7.39,1498.4,1470,0.86,96.84,   60,   60,59.99,   60
7.44,1488.1,1480,0.64,96.84,   60,   60,59.99,   60
6.78,1506.3,1550,0.7,96.84,   60,   60,59.99,   60
6.89,1570.2,1560,0.66,96.84,   60,   60,59.99,   60
6.84,1568.4,1580,0.63,96.84,59.94,59.94,59.99,59.94
7.44,1561.8,1570,0.58,96.84,59.94,59.94,59.99,59.94
7.41,1562.5,1560,0.5,96.84,59.94,59.94,59.99,59.94
7,1585.4,1590,0.72,96.84,59.94,59.94,59.99,59.94
6.76,1572.3,1580,0.7,96.83,59.94,59.94,59.99,59.94
7.11,1581.5,1570,0.69,96.83,59.94,59.94,59.99,59.94
7.5,1592.7,1580,0.67,96.83,59.94,59.94,59.99,59.94
7.27,1589.7,1600,0.66,96.83,59.94,59.94,59.99,59.94
6.83,1600.5,1600,0.72,96.83,59.94,59.94,59.99,59.94
6.89,1606.3,1590,0.81,96.83,59.94,59.94,59.99,59.94
7.19,1579.9,1530,0.72,96.83,59.94,59.94,59.99,59.94
7.33,1554.1,1560,0.67,96.83,59.94,59.94,59.99,59.94
7.11,1585.2,1560,0.78,96.83,59.94,59.94,59.99,59.94
6.86,1557.7,1530,0.94,96.83,   60,   60,59.99,   60
6.89,1554.5,1540,0.74,96.83,   60,   60,59.99,   60
7.61,1530,1520,0.52,96.83,   60,   60,59.99,   60
7.41,1543.9,1500,0.67,96.83,   60,   60,59.99,   60
6.81,1523.6,1530,0.61,96.83,   60,   60,59.99,   60
6.84,1496.4,1470,0.53,96.83,   60,   60,59.99,   60
7.17,1504.3,1460,0.88,96.82,   60,   60,59.99,   60
7.52,1491,1470,0.83,96.82,   60,   60,59.99,   60
7.2,1494.8,1490,0.66,96.82,   60,   60,59.99,   60
6.87,1499,1500,0.77,96.82,   60,   60,59.99,   60
6.95,1493.9,1510,0.52,96.82,   60,   60,59.99,   60
7.14,1523.4,1500,0.72,96.82,   60,   60,59.99,   60
7.53,1509.7,1490,0.91,96.82,   60,   60,59.99,   60
7.06,1524.1,1510,0.72,96.82,   60,   60,59.99,   60
6.79,1397.9,1370,0.97,96.82,   60,   60,59.99,   60
6.81,1363,1350,0.97,96.82,   60,   60,59.99,   60
7.25,1365.2,1340,0.92,96.81,   60,   60,59.99,   60
7.08,1384.9,1390,0.75,96.81,   60,   60,59.99,   60
6.83,1369.1,1350,0.97,96.81,   60,   60,59.99,   60
6.73,1387.8,1390,0.75,96.81,   60,   60,59.99,   60
7.2,1372.5,1360,0.8,96.81,   60,   60,59.99,   60
7.27,1485.8,1470,0.69,96.81,   60,   60,59.99,   60
7.06,1479.2,1460,0.5,96.81,   60,   60,59.99,   60
7.03,1466.5,1470,0.64,96.81,   60,   60,59.99,   60
7.33,1486.8,1480,0.66,96.81,   60,   60,59.99,   60
7.28,1489.3,1470,0.88, 96.8,   60,   60,59.99,   60
7.25,1486.9,1480,0.83, 96.8,   60,   60,59.99,   60
7.31,1481.1,1460,0.61, 96.8,   60,   60,59.99,   60
7.2,1468,1440,0.74, 96.8,   60,   60,59.99,   60
7.14,1483.1,1460,0.8, 96.8,   60,   60,59.99,   60
7.3,1493.9,1490,0.86, 96.8,   60,   60,59.99,   60
7.25,1456.3,1460,0.52, 96.8,   60,   60,59.99,   60
7.2,1464.5,1490,0.58, 96.8,   60,   60,59.99,   60
7.27,1472.7,1470,0.72, 96.8,   60,   60,59.99,   60
7.11,1451.6,1440,0.61, 96.8,   60,   60,59.99,   60
7.14,1460.5,1430,0.66, 96.8,   60,   60,59.99,   60
7.17,1451.5,1440,0.83, 96.8,   60,   60,59.99,   60
7.44,1446,1440,0.86,96.79,   60,   60,59.99,   60
7.17,1436.5,1430,0.64,96.79,   60,   60,59.99,   60
7.33,1458.4,1450,0.89,96.79,59.94,59.94,59.99,59.94
7.28,1463.4,1450,0.94,96.79,59.94,59.94,59.99,59.94
7.2,1446.4,1430,0.67,96.79,59.94,59.94,59.99,59.94
6.98,1467,1440,0.42,96.79,59.94,59.94,59.99,59.94
7.36,1443.1,1420,0.86,96.79,59.94,59.94,59.99,59.94
7.14,1454.1,1460,0.69,96.79,59.94,59.94,59.99,59.94
7.19,1482.8,1470,0.7,96.79,59.94,59.94,59.99,59.94
7.36,1474.4,1480,0.75,96.79,59.94,59.94,59.99,59.94
7,1490.4,1470,0.88,96.78,59.94,59.94,59.99,59.94
7.06,1472,1470,0.47,96.78,59.94,59.94,59.99,59.94
7.47,1493.5,1460,0.86,96.78,59.94,59.94,59.99,59.94
7.17,1480.2,1480,0.66,96.78,59.94,59.94,59.99,59.94
6.98,1486.5,1490,0.69,96.78,   60,   60,59.99,   60
6.95,1499.2,1450,0.67,96.78,   60,   60,59.99,   60
7.28,1466.4,1440,0.86,96.78,   60,   60,59.99,   60
7.5,1482.9,1490,0.74,96.78,   60,   60,59.99,   60
7.05,1481.4,1450,0.69,96.78,   60,   60,59.99,   60
6.86,1464,1450,0.63,96.78,   60,   60,59.99,   60
7.19,1456.1,1430,0.77,96.78,   60,   60,59.99,   60
7.42,1436.3,1440,0.8,96.78,   60,   60,59.99,   60
7.14,1453.9,1430,0.72,96.78,   60,   60,59.99,   60
6.87,1445.7,1430,0.69,96.78,   60,   60,59.99,   60
6.87,1435.6,1430,0.85,96.78,   60,   60,59.99,   60
7.22,1440.6,1420,0.59,96.78,   60,   60,59.99,   60
7.72,1453.4,1450,0.69,96.78,   60,   60,59.99,   60
7.09,1438,1430,0.61,96.77,   60,   60,59.99,   60
6.76,1457.3,1440,0.66,96.77,   60,   60,59.99,   60
6.81,1456.2,1470,0.74,96.77,   60,   60,59.99,   60
7.09,1446.9,1440,0.42,96.77,   60,   60,59.99,   60
7.31,1458.5,1450,0.89,96.77,   60,   60,59.99,   60
6.97,1462.9,1470,0.61,96.77,   60,   60,59.99,   60
6.78,1457.1,1460,0.67,96.77,   60,   60,59.99,   60
6.97,1460.6,1440,0.64,96.77,   60,   60,59.99,   60
7.67,1584.4,1590,0.53,96.77,   60,   60,59.99,   60
7.05,1585.5,1540,0.72,96.76,   60,   60,59.99,   60
6.78,1451.3,1440,0.72,96.76,   60,   60,59.99,   60
6.54,1444.2,1450,0.74,96.76,   60,   60,59.99,   60
7.39,1554.7,1730,0.5,96.76,   60,   60,59.99,   60
7.66,1753,1730,0.4,96.76,   60,   60,59.99,   60
7.01,1718.3,1720,0.55,96.76,   60,   60,59.99,   60
6.64,1668.7,1400,0.78,96.76,   60,   60,59.99,   60
6.78,1384.4,1380,0.86,96.76,   60,   60,59.99,   60
7.25,1454.9,1420,0.92,96.76,   60,   60,59.99,   60
7.05,1430,1440,0.95,96.76,   60,   60,59.99,   60
6.76,1418.5,1370,0.86,96.76,   60,   60,59.99,   60
6.29,1411,1400,0.69,96.75,   60,   60,59.99,   60
6.78,1416.7,1390,0.61,96.75,   60,   60,59.99,   60
7.27,1397,1380,0.89,96.75,   60,   60,59.99,   60
7,1394.4,1370,1.08,96.75,   60,   60,59.99,   60
6.26,1395,1390,0.77,96.75,   60,   60,59.99,   60
6.46,1384.4,1360,0.69,96.75,   60,   60,59.99,   60
7.17,1401.4,1380,0.77,96.75,59.94,59.94,59.99,59.94
7.17,1391.7,1370,0.61,96.75,59.94,59.94,59.99,59.94
6.59,1395.9,1360,0.42,96.75,59.94,59.94,59.99,59.94
6.29,1389,1380,0.69,96.75,59.94,59.94,59.99,59.94
6.64,1401,1390,0.83,96.75,59.94,59.94,59.99,59.94
7.28,1363.1,1360,0.91,96.75,59.94,59.94,59.99,59.94
6.7,1381.4,1380,0.75,96.74,59.94,59.94,59.99,59.94
6.34,1384.1,1380,0.5,96.74,59.94,59.94,59.99,59.94
